mmulInd1000;1.2457612130741584;1.2286024580799113;0.009797958971132713;0.0;0.6403124237432849;8192.0;0.0
mmulInd100;1.734723475976807E-18;1.734723475976807E-18;0.0;0.0;0.9797958971132712;16052.975978303835;0.0
mmulInd10;0.0;0.0;0.0;0.0;0.0;0.0;0.0
mmulInd1500;4.039237056672956;4.031664792613592;0.026907248094147424;0.0;0.8306623862918073;8026.487989151918;0.0
mmulInd500;0.1470680114776833;0.1472718574609555;0.0;0.0;1.7578395831246942;15016.184037231298;0.0
mmulMulti1000;0.8062877898120496;0.8072180622359734;0.006000000000000001;0.0;1.661324772583615;26469.162060027516;0.0
mmulMulti100;0.004;1.734723475976807E-18;0.0;0.0;1.02469507659596;15016.184037231298;0.0
mmulMulti10;0.0;0.0;0.0;0.0;0.0;0.0;0.0
mmulMulti1500;2.5399931102268773;2.4958733942249554;0.05509990925582364;0.0;0.4;6553.6;0.0
mmulMulti500;0.14793241700181872;0.14298251641372103;0.0029999999999999996;0.0;1.9899748742132404;32603.74833910973;0.0
mmulNested1000;1.7627447347815275;1.7303121105742743;0.02039607805437114;0.0;5.0039984012787215;81985.50980655057;0.0
mmulNested100;0.005;0.0045825756949558405;0.0;0.0;1.4177446878757827;23228.328966156823;0.0
mmulNested10;0.0;0.0;0.0;0.0;0.3;0.0;0.0
mmulNested1500;5.97190296304285;5.826162030015985;0.07175653280364096;0.0;5.0039984012787215;81985.50980655057;0.0
mmulNested500;0.22067170185594714;0.21741435095227735;0.0;0.0;4.437341546466759;78301.12269335608;0.0
