mmulInd1000;15.377;15.303999999999998;0.032;0.0;6214.7;9.9704832E7;0.0
mmulInd100;0.009999999999999998;0.009999999999999998;0.0;0.0;403.8;4502323.2;0.0
mmulInd10;0.0;0.0;0.0;0.0;344.0;3522560.0;0.0
mmulInd1500;50.718;50.577000000000005;0.074;0.0;13540.9;2.197356544E8;0.0
mmulInd500;1.891;1.879;0.0;0.0;1816.9;2.76496384E7;0.0
mmulMulti1000;15.920000000000002;15.853000000000003;0.032;0.0;6205.2;9.95540992E7;0.0
mmulMulti100;0.012;0.009999999999999998;0.0;0.0;401.5;4463001.6;0.0
mmulMulti10;0.0;0.0;0.0;0.0;342.0;3489792.0;0.0
mmulMulti1500;53.835;53.614;0.10800000000000001;0.0;13527.8;2.195259392E8;0.0
mmulMulti500;1.9459999999999997;1.934;0.001;0.0;1810.2;2.75447808E7;0.0
mmulNested1000;17.559;17.5;0.028000000000000004;0.0;6391.4;1.026031616E8;0.0
mmulNested100;0.015;0.013000000000000001;0.0;0.0;404.7;4517068.8;0.0
mmulNested10;0.0;0.0;0.0;0.0;343.9;3522560.0;0.0
mmulNested1500;59.775;59.596000000000004;0.091;0.0;13938.6;2.262564864E8;0.0
mmulNested500;2.168;2.1590000000000003;0.0;0.0;1864.1;2.84164096E7;0.0
